seq_id,scaled_frond_apex,scaled_frond_base,scaled_holdfast,scaled_pinnae,scaled_rachis,scaled_stolon,pc1,pc2,pc3,pc4,pc5,pc6,node,distance,node_factor,apex,base,holdfast,pinnae,rachis,stolon,apex1,base1,holdfast1,pinnae1,rachis1,stolon1
Ctaxi_contig_19735|comp33258_c0_seq2,-0.667803013,0.821473002,0.348097614,-1.1753228,-0.700002828,1.373558025,-2.194492188,1.223801718,-0.400185902,-0.216325542,0.539040988,-6.66E-16,6,0.897816903,n6,83.05878299,174.5376537,145.4605414,51.88434889,81.08090737,208.4495101,166.941217,75.4623463,104.5394586,198.1156511,168.9190926,41.5504899
Ctaxi_contig_34921|comp35003_c1_seq3,0.129261787,1.409653916,-0.080116656,-0.345104607,0.503929313,-1.617623753,0.692913629,1.195473732,-0.060602925,-2.646653573,0.120890069,6.00E-15,4,4.053696486,n4,132.0185373,210.6667025,119.1574536,102.8805524,155.0325131,24.71598569,117.9814627,39.3332975,130.8425464,147.1194476,94.9674869,225.2840143
Ctaxi_contig_25153|comp34020_c0_seq12,-0.572714391,-0.018645497,-0.672414081,-0.78472934,0.156632259,1.891871051,-0.976301465,1.055805093,-1.26465031,1.239772455,-0.121499849,-7.66E-15,6,0.81470199,n6,88.89960743,122.9333233,82.77554785,75.87657617,133.6997702,240.2869196,161.1003926,127.0666767,167.2244522,174.1234238,116.3002298,9.7130804
Ctaxi_contig_46735|comp35920_c0_seq3,1.398487769,-0.533132295,-0.019634683,-1.020625246,-0.835219089,1.010123545,-1.463196883,-1.378434105,-1.065756036,0.423138966,0.224381779,-1.83E-15,3,1.843850652,n3,209.9808212,91.33094011,122.8725625,61.38665565,72.77524023,186.1255249,40.0191788,158.6690599,127.1274375,188.6133444,177.2247598,63.8744751
Ctaxi_contig_10569|comp31437_c1_seq1,-0.114714781,-1.282892883,0.71006325,1.558318463,-0.556540639,-0.31423341,0.419908887,-1.539323556,1.766744591,1.237116933,0.004524719,2.64E-15,2,4.678742155,n2,117.0322616,45.27684994,167.6943028,219.7984314,89.89308114,104.7768176,132.9677384,204.7231501,82.3056972,30.2015686,160.1069189,145.2231824
Ctaxi_contig_61801|comp36828_c0_seq11,-0.215048255,-0.094218911,1.348177951,-0.741528216,-1.27412697,0.976744401,-2.4783912,-0.441043322,0.750301233,0.178755499,0.266587865,7.77E-16,5,1.445809244,n5,110.8692718,118.2912217,206.8905375,78.53020786,45.81529668,184.0752089,139.1307282,131.7087783,43.1094625,171.4697921,204.1847033,65.9247911
Ctaxi_contig_26429|comp34146_c1_seq1,-1.750416005,0.210885883,-0.383906088,1.148702816,0.63692931,0.137804083,0.979442077,1.691430837,0.75915294,0.657749767,-0.009257051,-1.39E-15,2,2.289738407,n2,16.55921345,137.0323024,100.497169,194.6377651,163.2020461,132.5432483,233.4407866,112.9676976,149.502831,55.3622349,86.7979539,117.4567517
Ctaxi_contig_46104|comp35876_c4_seq1,-0.84827198,-0.041028937,-0.65784877,1.817337412,0.368279903,-0.638467628,1.778272537,0.635689877,0.901442893,0.408678873,0.512991814,2.94E-15,2,0.223890008,n2,71.9734656,121.5584191,83.67022297,235.7086862,146.7002397,84.86071081,178.0265344,128.4415809,166.329777,14.2913138,103.2997603,165.1392892
Ctaxi_contig_53823|comp36369_c1_seq6,-0.463856147,-0.365815147,1.933360322,-0.548790119,-0.755992882,0.201093973,-1.912857009,-0.592499006,1.492858213,-0.098078967,-0.66071333,1.10E-15,5,0.364038751,n5,95.58623176,101.6084062,242.8354006,90.36915731,77.64171486,136.4308337,154.4137682,148.3915938,7.1645994,159.6308427,172.3582851,113.5691663
Ctaxi_contig_26705|comp34171_c1_seq4,-1.518291228,-0.042463041,1.274045462,0.781131943,0.16352105,-0.657944186,0.057808105,0.642277784,2.076251182,-0.172380117,-0.653134675,1.89E-15,5,3.465436709,n5,30.81749214,121.4703292,202.3369448,172.0597017,134.1229146,83.66436204,219.1825079,128.5296708,47.6630552,77.9402983,115.8770854,166.335638
Ctaxi_contig_26089|comp34111_c1_seq2,-0.840164374,1.201172919,-0.536029035,-1.059118177,0.03367415,1.200464516,-1.174819242,2.12416163,-1.099538941,-0.420745826,0.487725273,-1.89E-15,6,1.672394979,n6,72.4714758,197.8607444,91.15300768,59.022225,126.1470608,197.8172307,177.5285242,52.1392556,158.8469923,190.977775,123.8529392,52.1827693
Ctaxi_contig_21072|comp33458_c0_seq2,1.840950608,-0.637358941,0.484108744,-0.511302292,-0.680195963,-0.496202156,-0.561456779,-2.122087334,-0.178875752,-0.562545689,-0.08219952,2.61E-15,3,0.531752965,n3,237.1591283,84.92881198,153.8150334,92.67184939,82.29754527,93.59937617,12.8408717,165.071188,96.1849666,157.3281506,167.7024547,156.4006238
Ctaxi_contig_45478|comp35830_c5_seq5,-0.746273923,0.012991684,-1.114642716,-0.088926141,0.156984202,1.779866895,-0.337317813,1.220201435,-1.13063945,1.486167159,0.361369903,-6.55E-15,6,1.954657516,n6,78.23870252,124.8766391,55.61162678,118.6163304,133.7213883,233.4070574,171.7612975,125.1233609,194.3883732,131.3836696,116.2786117,16.5929426
Ctaxi_contig_27534|comp34262_c0_seq5,-0.979118583,-0.199483387,1.797216018,-0.573287965,-0.492695725,0.447369642,-1.860233328,0.075579374,1.412067042,0.062326149,-0.785581706,-2.78E-17,5,0.47400089,n5,63.93620498,111.8253448,234.4727284,88.86437561,93.81475891,151.5583318,186.063795,138.1746552,15.5272716,161.1356244,156.1852411,98.4416682
Ctaxi_contig_65065|comp36997_c7_seq1,-0.726917404,0.136962219,0.326648595,-0.891803316,-0.623211578,1.778321486,-2.058034008,0.745289813,-0.315018118,0.806534082,0.201555552,-3.66E-15,6,0.307608415,n6,79.42767789,132.4915368,144.1430341,69.29955061,85.79781462,233.3121306,170.5723221,117.5084632,105.8569659,180.7004494,164.2021854,16.6878694
Ctaxi_contig_36531|comp35161_c1_seq1,-0.633052859,-0.153165859,-0.772277211,1.610264494,0.806305742,-0.858074306,2.163806439,0.57498842,0.593712479,0.27274794,-0.006620357,9.99E-16,2,0.172342845,n2,85.19331333,114.6704018,76.64144896,222.9892195,173.6060038,71.37135713,164.8066867,135.3295982,173.358551,27.0107805,76.3939962,178.6286429
Ctaxi_contig_21301|comp33493_c0_seq1,-0.762568454,-0.219576592,1.946399358,-0.081401285,-0.745945898,-0.13690713,-1.541972126,-0.364446376,1.938514084,-0.249844819,-0.445771739,3.39E-15,5,0.416322472,n5,77.23780995,110.5911184,243.6363242,119.0785451,78.25885147,115.6690952,172.7621901,139.4088816,6.3636758,130.9214549,171.7411485,134.3309048
Ctaxi_contig_25069|comp34011_c8_seq1,-0.840698592,-0.429467161,1.94922857,0.079797667,-0.466002565,-0.292857918,-1.158359117,-0.426546719,2.048756396,-0.09052913,-0.79489552,1.55E-15,5,0.799984573,n5,72.43866143,97.69857733,243.8101087,128.9802007,95.4543879,106.0898085,177.5613386,152.3014227,6.1898913,121.0197993,154.5456121,143.9101915
Ctaxi_contig_57277|comp36580_c8_seq6,0.389568448,-1.166097979,-0.141419845,1.760173904,-0.332882155,-0.509342374,1.223746787,-1.539466235,1.052722879,1.116138568,0.358636951,3.08E-15,1,2.46102177,n1,148.0078899,52.45098409,115.3919014,232.1974143,103.6313173,92.79223747,101.9921101,197.5490159,134.6080986,17.8025857,146.3686827,157.2077625
Ctaxi_contig_13011|comp32059_c1_seq1,1.774097358,-0.557860833,-0.566592987,0.628600588,-0.574897769,-0.703346357,0.744369974,-1.860741194,-0.300466264,-0.184320695,0.789975108,4.77E-15,1,1.303134583,n1,233.0526633,89.81198814,89.27561505,162.6904538,88.7654933,80.8755309,16.9473367,160.1880119,160.724385,87.3095462,161.2345067,169.1244691
Ctaxi_contig_13472|comp32166_c1_seq1,-0.855292413,0.300779411,-0.243241737,-1.073409457,0.155837106,1.71532709,-1.341245824,1.418694067,-0.97864708,0.709131309,-0.277568737,-7.33E-15,6,0.476262192,n6,71.54223507,142.5540179,109.1374854,58.14438225,133.6509279,229.4426959,178.4577649,107.4459821,140.8625146,191.8556178,116.3490721,20.5573041
Ctaxi_contig_27960|comp34313_c1_seq3,0.821734904,-0.593077209,-0.94269336,1.399372836,0.324883865,-1.010221036,2.057085947,-0.935781246,0.039074742,0.19411429,0.290150983,2.22E-15,1,0.541336432,n1,174.553741,87.64882009,66.17362654,210.0351865,144.0346354,62.02573489,75.446259,162.3511799,183.8263735,39.9648135,105.9653646,187.9742651
Ctaxi_contig_36359|comp35141_c4_seq1,-0.729129185,-0.724676632,0.933986619,0.903628886,0.852289415,-1.236099104,1.219671304,-0.23740044,1.664632159,-0.008968776,-1.49959104,5.55E-16,2,3.701283198,n2,79.2918191,79.56531744,181.4488095,179.5840839,176.4305537,48.15116069,170.7081809,170.4346826,68.5511905,70.4159161,73.5694463,201.8488393
Ctaxi_contig_49776|comp36128_c3_seq5,-0.073383795,-0.193821994,-0.129948817,1.488082032,0.486697054,-1.57762448,1.945535552,-0.22011169,1.092677519,-0.49176981,-0.073348569,4.77E-15,2,1.411584897,n2,119.57102,112.1730962,116.09651,215.4841543,153.9740205,27.17294349,130.42898,137.8269038,133.90349,34.5158457,96.0259795,222.8270565
Ctaxi_contig_27829|comp34299_c0_seq4,0.838574591,-0.65762913,1.318716272,-1.040123449,-0.914553586,0.455015302,-1.957381247,-1.547939947,0.304609759,0.007234551,-0.479759833,-2.50E-16,5,3.028823837,n5,175.5881198,83.68371437,205.0808521,60.18897733,67.90211388,152.027967,74.4118802,166.3162856,44.9191479,189.8110227,182.0978861,97.972033
Ctaxi_contig_51975|comp36260_c0_seq5,0.506336587,0.021742775,-1.291653517,0.593606346,1.248592232,-1.078624423,2.333422233,0.31640633,-0.802707892,-0.52300359,-0.427210895,-6.66E-16,1,2.056736838,n1,155.18038,125.4141754,44.73872746,160.5409303,200.7734786,57.82405264,94.81962,124.5858246,205.2612725,89.4590697,49.2265214,192.1759474
Ctaxi_contig_29308|comp34466_c0_seq7,1.703639189,-0.001269742,-0.293864105,-1.260934214,-0.526782296,0.379211169,-1.010030584,-1.018882963,-1.451863327,-0.593757952,0.255674448,2.22E-16,3,1.106971882,n3,228.7247659,124.0006301,106.0280034,46.62566253,91.72098919,147.3716934,21.2752341,125.9993699,143.9719966,203.3743375,158.2790108,102.6283066
Ctaxi_contig_49668|comp36121_c1_seq4,-1.003599928,0.724780172,0.204752014,-1.028644995,-0.386582671,1.489295408,-1.890108058,1.526812167,-0.410131852,0.1119398,0.285511121,-2.22E-15,6,0.57385369,n6,62.43243686,168.5982907,136.6555291,60.89404208,100.3327598,215.558686,187.5675631,81.4017093,113.3444709,189.1059579,149.6672402,34.441314
Ctaxi_contig_66352|comp37044_c4_seq1,2.040787732,-0.405334833,-0.42361863,-0.403924228,-0.372952918,-0.434957125,0.112147786,-1.720669851,-0.98061626,-0.559258091,0.241857584,2.19E-15,3,0.371894545,n3,249.4341359,99.18090706,98.05782371,99.26755356,101.1699682,97.36135596,0.5658641,150.8190929,151.9421763,150.7324464,148.8300318,152.638644
Ctaxi_contig_71968|comp37271_c3_seq5,-0.482081501,0.692845423,0.671879029,1.203374689,-0.717205369,-1.368812271,0.277928799,0.225531486,1.838261316,-1.341050705,1.119288426,1.10E-14,2,4.54449967,n2,94.46673827,166.6366967,165.3488347,197.9959883,80.02424023,39.99924625,155.5332617,83.3633033,84.6511653,52.0040117,169.9757598,210.0007538
Ctaxi_contig_46982|comp35940_c0_seq3,1.6084979,-0.533512092,0.516804438,-0.184512893,-0.056818475,-1.350458878,0.403479557,-1.813026888,0.181559929,-1.088506842,-0.580986426,2.44E-15,3,2.036953823,n3,222.8807064,91.30761106,155.8233684,112.7449083,120.5885458,41.12660455,27.1192936,158.6923889,94.1766316,137.2550917,129.4114542,208.8733955
Ctaxi_contig_71851|comp37266_c5_seq2,-1.624682909,1.367141211,-0.46288595,-0.023060046,0.38035226,0.363135434,-0.091923306,2.676104594,-0.07597885,-0.647788969,0.520029176,-1.39E-15,4,1.398602612,n4,24.2823766,208.0553569,95.64582617,122.6621593,147.441785,146.3842404,225.7176234,41.9446431,154.3541738,127.3378407,102.558215,103.6157596
Ctaxi_contig_34259|comp34943_c2_seq1,-1.145086666,-0.470596739,0.5810606,1.642401116,0.047895687,-0.655673999,0.897031088,0.05835198,1.956130246,0.552339184,-0.101460578,2.50E-15,2,2.220462443,n2,53.74160528,95.17219048,159.7703071,224.9632135,127.0206196,83.80380842,196.2583947,154.8278095,90.2296929,25.0367865,122.9793804,166.1961916
Ctaxi_contig_18840|comp33117_c3_seq4,0.047219564,-0.337708011,-0.401234687,-1.188297268,0.061532659,1.818487743,-1.264489739,0.287738723,-1.426170552,1.153390479,-0.466268618,-8.22E-15,6,1.276031236,n6,126.9790887,103.3348888,99.43275878,51.0873914,127.8582714,235.7793454,123.0209113,146.6651112,150.5672412,198.9126086,122.1417286,14.2206546
Ctaxi_contig_34211|comp34939_c2_seq1,-0.894121167,0.257894155,-0.860222852,1.519867823,0.724423545,-0.747841504,1.961004359,1.122312432,0.524548628,0.017800943,0.31038444,1.83E-15,2,0.347783641,n2,69.15717647,139.9197884,71.23938256,217.4365985,168.5763848,78.14241376,180.8428235,110.0802116,178.7606174,32.5634015,81.4236152,171.8575862
Ctaxi_contig_53619|comp36354_c5_seq3,0.333299793,0.112120631,0.898422281,0.320419383,0.304008227,-1.968270315,0.828203875,-0.496703288,1.215482391,-1.724761769,-0.654658228,7.11E-15,1,4.800412304,n1,144.5515843,130.9656407,179.2642679,143.7604044,142.7523481,3.177499079,105.4484157,119.0343593,70.7357321,106.2395956,107.2476519,246.8225009
Ctaxi_contig_43367|comp35706_c2_seq6,-0.673479143,0.505563385,-0.40443423,-0.723644763,-0.527545376,1.823540127,-1.611918514,1.230758971,-0.856783901,0.68763688,0.742638295,-3.22E-15,6,0.373407416,n6,82.71012635,155.1328861,99.23622666,79.62870006,91.67411695,236.0896884,167.2898737,94.8671139,150.7637733,170.3712999,158.3258831,13.9103116
Ctaxi_contig_31284|comp34673_c3_seq1,-0.522226274,-0.240957737,1.596088656,-0.871104335,-0.806178204,0.844377895,-2.286685671,-0.247905096,0.909749945,0.209356191,-0.472987086,-5.00E-16,5,0.885876002,n5,92.00084312,109.2777803,222.1184678,70.57098679,74.55907838,175.9445881,157.9991569,140.7222197,27.8815322,179.4290132,175.4409216,74.0554119
Ctaxi_contig_10784|comp31500_c0_seq5,0.338477488,-0.308240995,1.886556484,-0.572642363,-0.676282294,-0.667868321,-1.382774473,-1.180755902,1.381437817,-0.937238907,-0.688046294,3.61E-15,5,1.698204415,n5,144.8696246,105.144902,239.960472,88.90403176,82.53794263,83.05477144,105.1303754,144.855098,10.039528,161.0959682,167.4620574,166.9452286
Ctaxi_contig_50668|comp36188_c1_seq7,0.784167116,-0.853675982,-0.856355791,0.724658477,1.190924634,-0.989718455,2.27192759,-0.752164641,-0.439736275,0.235926532,-1.016961288,-3.39E-15,1,1.123804062,n1,172.2461373,71.64152445,71.47691701,168.5908155,197.2312429,63.28510719,77.7538627,178.3584756,178.523083,81.4091845,52.7687571,186.7148928
Ctaxi_contig_19944|comp33292_c0_seq3,-0.953702646,0.339511954,-0.526994749,-0.276874099,-0.434507228,1.852566769,-1.248262705,1.302793271,-0.625474163,1.096055218,0.770558594,-3.55E-15,6,0.722221917,n6,65.49738047,144.9331667,91.70793925,107.0716155,97.38899091,237.8726517,184.5026195,105.0668333,158.2920608,142.9283845,152.6110091,12.1273483
Ctaxi_contig_62722|comp36874_c4_seq6,1.231835118,-0.033457444,-0.377630662,-1.6998806,0.262329753,0.616803835,-0.807787113,-0.32178622,-1.839870097,-0.40236765,-0.685205079,-6.05E-15,3,2.986508588,n3,199.7441719,122.0234985,100.8826375,19.66335381,140.1922453,161.9658375,50.2558281,127.9765015,149.1173625,230.3366462,109.8077547,88.0341625
Ctaxi_contig_60286|comp36749_c5_seq1,0.957539553,-0.279105431,-1.378012087,-0.71743795,0.166467096,1.250548818,-0.114179242,-0.139263546,-2.093610365,0.843270213,0.140314756,-5.88E-15,3,4.67015327,n3,182.8955499,106.9345558,39.43414699,80.00995393,134.3038757,200.893662,67.1044501,143.0654442,210.565853,169.9900461,115.6961243,49.106338
Ctaxi_contig_37805|comp35270_c4_seq3,-0.960193079,0.44083237,0.712070169,0.549876211,-1.554206941,0.811621269,-1.71062532,0.415024251,1.300351573,0.283149429,1.604769261,5.55E-15,5,3.127700241,n5,65.09870522,151.1567795,167.8175779,157.8548041,28.61136726,173.9325104,184.9012948,98.8432205,82.1824221,92.1451959,221.3886327,76.0674896
Ctaxi_contig_19432|comp33202_c2_seq9,-1.294236219,-0.231619374,0.985493131,0.096424814,-0.824995908,1.268933556,-1.724229598,0.394473908,1.131467584,1.108459241,0.192584718,-1.33E-15,5,2.37756983,n5,44.58008483,109.8513898,184.6126002,130.0015242,73.40319975,202.0229457,205.4199152,140.1486102,65.3873998,119.9984758,176.5968003,47.9770543
Ctaxi_contig_49092|comp36081_c4_seq4,0.016994459,0.09633487,-0.955182534,1.447673608,0.64545393,-1.251274333,2.249985786,0.285659449,0.26833889,-0.399292328,0.340740683,3.89E-15,2,0.879354992,n2,125.1225098,129.9959994,65.40647826,213.0020644,163.7256714,47.21902131,124.8774902,120.0040006,184.5935217,36.9979356,86.2743286,202.7809787
Ctaxi_contig_55322|comp36460_c4_seq1,0.969027143,0.04598649,-1.538371993,0.328065438,0.982402545,-0.787109622,2.019887661,0.05470525,-1.311426714,-0.490848286,-0.093504162,-1.22E-15,1,1.850719117,n1,183.6011759,126.9033471,29.58402991,144.2300638,184.4227607,75.7303672,66.3988241,123.0966529,220.4159701,105.7699362,65.5772393,174.2696328
Ctaxi_contig_13458|comp32164_c1_seq2,-0.734195578,0.356287457,-0.698320277,1.691953751,0.32225578,-0.937981134,1.782891533,0.857438923,0.823954844,-0.22511515,0.752327056,4.55E-15,2,0.430619122,n2,78.9806156,145.963603,81.18425817,228.0069872,143.8732052,66.46307531,171.0193844,104.036397,168.8157418,21.9930128,106.1267948,183.5369247
Ctaxi_contig_53966|comp36379_c2_seq1,0.182546597,-0.010708585,-1.606117178,-0.523862855,1.291606847,0.666535175,1.05763129,0.991323091,-2.020341861,0.495905166,-0.701730031,-9.27E-15,4,3.526095984,n4,135.29156,123.4208486,25.42277776,91.90031603,203.415654,165.0205881,114.70844,126.5791514,224.5772222,158.099684,46.584346,84.9794119
Ctaxi_contig_33399|comp34868_c3_seq5,1.917263909,-0.372945483,0.056331034,-0.568850331,-0.919596335,-0.112202795,-0.764793369,-1.86723161,-0.628120614,-0.49436269,0.513676439,3.03E-15,3,0.302156375,n3,241.8466775,101.1704249,127.5387613,89.13695756,67.59236271,117.1865605,8.1533225,148.8295751,122.4612387,160.8630424,182.4076373,132.8134395
Ctaxi_contig_35730|comp35083_c2_seq1,-0.96589301,-0.475327276,1.276991106,-0.16128429,-0.86957467,1.195088139,-1.942070172,-0.111455329,1.147472769,1.063659843,-0.128782671,-2.11E-15,5,1.633208394,n5,64.74858661,94.88161695,202.5178812,114.1717267,70.66494656,197.4869864,185.2514134,155.1183831,47.4821188,135.8282733,179.3350534,52.5130136
Ctaxi_contig_62869|comp36883_c2_seq4,1.621816196,-0.104289491,-0.89094901,-0.71087212,0.768836226,-0.684541801,1.002966369,-0.635089714,-1.580823538,-0.900617123,-0.63848046,-2.28E-15,3,2.628961205,n3,223.6987835,117.6726357,69.35202641,80.41326044,171.3044365,82.0306019,26.3012165,132.3273643,180.6479736,169.5867396,78.6955635,167.9693981
Ctaxi_contig_15791|comp32618_c0_seq4,-0.374527251,-0.050967712,-0.600249918,-0.186579283,1.971291178,-0.758967015,1.850397115,1.089633011,-0.655362183,-0.408744731,-1.84980076,-7.05E-15,4,2.797378855,n4,101.0732647,120.9479292,87.208236,112.6179802,245.1653058,77.45902856,148.9267353,129.0520708,162.791764,137.3820198,4.8346942,172.5409714
Ctaxi_contig_66568|comp37054_c3_seq1,0.245046401,1.283711048,-1.068563808,-0.955319686,0.994221911,-0.499095866,0.689493503,1.676278931,-1.588051405,-1.772668532,-0.134368325,-6.11E-16,4,2.274661617,n4,139.1306143,202.9306541,58.44202654,65.39805369,185.148766,93.42162985,110.8693857,47.0693459,191.5579735,184.6019463,64.851234,156.5783702
Ctaxi_contig_61487|comp36810_c0_seq3,-0.187713213,0.149325546,1.210876221,-1.326725577,-0.845960337,1.00019736,-2.485007661,0.010294519,0.191571608,-0.19059966,-0.170488842,-1.28E-15,5,2.058043437,n5,112.5483284,133.2509549,198.4567703,42.58442402,72.11545842,185.5158084,137.4516716,116.7490451,51.5432297,207.415576,177.8845416,64.4841916
Ctaxi_contig_61309|comp36803_c1_seq2,1.979052891,-0.08461262,-0.671767744,-0.162445505,-0.665186167,-0.395040855,0.09034833,-1.472607193,-0.982225613,-0.690025926,0.926593277,3.80E-15,3,0.82159728,n3,245.6420695,118.8812887,82.81524914,114.100399,83.21952291,99.81321529,4.3579305,131.1187113,167.1847509,135.899601,166.7804771,150.1867847
Ctaxi_contig_49108|comp36083_c1_seq1,-0.672272446,0.114319626,0.70521089,-1.1585616,-0.53934249,1.55064602,-2.220223662,0.619643798,-0.150078875,0.496235771,-0.186694311,-4.33E-15,6,0.756908851,n6,82.78424779,131.1007141,167.3962463,52.91390663,90.9494785,219.3271511,167.2157522,118.8992859,82.6037537,197.0860934,159.0505215,30.6728489
Ctaxi_contig_47061|comp35948_c0_seq1,-0.193288353,-0.508602484,-0.9534305,-0.142273526,1.937791658,-0.140196796,1.824290541,0.739928811,-1.083800958,0.485103702,-1.85522805,-9.31E-15,4,3.56607521,n4,112.2058751,92.83768526,65.51409705,115.339464,243.1075957,115.4670273,137.7941249,157.1623147,184.485903,134.660536,6.8924043,134.5329727
Ctaxi_contig_61223|comp36797_c3_seq2,-0.636606822,0.3303781,0.348665243,-1.670373319,0.461279811,1.166656987,-1.482340386,1.242169935,-0.858541411,-0.055902178,-1.089485448,-7.11E-15,6,1.754024626,n6,84.97501093,144.3721192,145.495408,21.47584036,152.4127648,195.7406012,165.0249891,105.6278808,104.504592,228.5241596,97.5872352,54.2593988
Ctaxi_contig_67223|comp37084_c3_seq4,1.507055045,-0.909865054,-0.624385227,-0.106804658,0.93033318,-0.796333287,1.491241637,-1.332100402,-0.954288451,-0.064493192,-1.172994904,-3.44E-15,1,1.657759964,n1,216.6495728,68.19010725,85.72572316,117.5181414,181.2243968,75.16380301,33.3504272,181.8098928,164.2742768,132.4818586,68.7756032,174.836197
Ctaxi_contig_27690|comp34283_c2_seq11,-0.912247847,0.616768076,-0.861495389,1.259983322,0.80065887,-0.903667032,1.884517707,1.474382038,0.383917406,-0.499522027,0.335599451,2.39E-15,2,0.898321773,n2,68.04374404,161.963641,71.16121689,201.473177,173.2591443,68.57082113,181.956256,88.036359,178.8387831,48.526823,76.7408557,181.4291789
Ctaxi_contig_57948|comp36621_c1_seq3,-1.051772557,0.371509091,-1.192375134,0.730379391,1.328811899,-0.186552691,1.813279706,1.808333644,-0.406280302,0.160181614,-0.345469456,-3.97E-15,4,1.937100524,n4,59.47343016,146.8985928,50.83690823,168.942223,205.7009766,112.6196136,190.5265698,103.1014072,199.1630918,81.057777,44.2990234,137.3803864
